Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.05 [0.96-1.14],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,1.04 [0.96-1.13],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.04 [0.95-1.13],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,1.04 [0.95-1.13],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,1.03 [0.95-1.12],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,0.99 [0.91-1.08],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-TG%,0.98 [0.89-1.07],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,0.98 [0.89-1.07],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-C%,0.96 [0.88-1.05],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-CE%,0.95 [0.87-1.03],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
