Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.13 [1.03-1.24],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-FC%,1.04 [0.94-1.16],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.03 [0.93-1.14],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.03 [0.93-1.14],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,1.01 [0.91-1.12],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-FC%,0.99 [0.91-1.09],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.97 [0.88-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.97 [0.88-1.06],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.97 [0.89-1.05],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.96 [0.88-1.06],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
