Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.54 [1.37-1.72],1.980e-08,***,Glycoprotein Acetyls
M-LDL-TG%,1.46 [1.32-1.63],5.610e-07,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.45 [1.30-1.61],1.992e-06,***,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-TG%,1.44 [1.27-1.64],0.005,**,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-PL%,1.43 [1.27-1.61],3.576e-04,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.43 [1.28-1.59],3.859e-05,***,Triglycerides to Total-Lipids in IDL percentage
IDL-PL%,1.40 [1.24-1.57],0.007,**,Phospholipids to Total-Lipids in IDL percentage
M-VLDL-CE%,0.78 [0.72-0.86],0.018,*,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.76 [0.69-0.84],0.025,*,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.75 [0.67-0.83],0.026,*,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XS-VLDL-C%,0.75 [0.67-0.83],0.005,**,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.74 [0.67-0.82],0.003,**,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-VLDL-PL%,0.74 [0.66-0.82],0.004,**,Phospholipids to Total-Lipids in Medium VLDL percentage
S-VLDL-C%,0.74 [0.66-0.82],0.005,**,Cholesterol to Total-Lipids in Small VLDL percentage
M-LDL-P,0.71 [0.63-0.81],0.034,*,Concentration of Medium LDL Particles
M-LDL-C%,0.71 [0.65-0.79],2.874e-06,***,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-C%,0.71 [0.65-0.78],1.726e-06,***,Cholesterol to Total-Lipids in IDL percentage
S-LDL-L,0.71 [0.63-0.80],0.008,**,Total-Lipids in Small LDL
S-HDL-C,0.71 [0.63-0.80],0.007,**,Cholesterol in Small HDL
L-LDL-P,0.71 [0.63-0.80],0.026,*,Concentration of Large LDL Particles
