Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.32 [1.14-1.53],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.25 [1.05-1.49],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.17 [0.99-1.40],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-HDL-PL%,1.17 [0.99-1.38],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.05 [0.89-1.23],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.84 [0.73-0.96],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.82 [0.73-0.92],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.81 [0.70-0.94],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.81 [0.71-0.92],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.80 [0.70-0.93],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
