Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,1.25 [1.10-1.43],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
MUFA%,1.14 [1.00-1.31],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
SFA%,1.12 [0.98-1.27],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
MUFA,1.02 [0.90-1.16],1.000,,Monounsaturated Fatty Acids
M-LDL-FC%,1.01 [0.89-1.15],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoA1,0.99 [0.86-1.15],1.000,,Apolipoprotein A1
M-VLDL-TG%,0.98 [0.85-1.13],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
ApoB/ApoA1,0.94 [0.82-1.08],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,0.93 [0.81-1.06],1.000,,Apolipoprotein B
Clinical LDL-C,0.93 [0.82-1.05],1.000,,Clinical LDL Cholesterol
