Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
VLDL-C,1.09 [0.91-1.31],1.000,,VLDL Cholesterol
VLDL-CE,1.08 [0.90-1.29],1.000,,Cholesteryl Esters in VLDL
M-LDL-TG%,1.06 [0.88-1.26],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Remnant-C,1.03 [0.86-1.23],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,1.01 [0.84-1.20],1.000,,Total-Cholesterol Minus HDL-C
LA,0.97 [0.81-1.16],1.000,,Linoleic Acid
Omega-6,0.96 [0.80-1.15],1.000,,Omega-6 Fatty Acids
Omega-3,0.95 [0.79-1.15],1.000,,Omega-3 Fatty Acids
M-LDL-FC%,0.91 [0.77-1.09],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
DHA,0.89 [0.73-1.09],1.000,,Docosahexaenoic Acid
