Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.30 [1.09-1.57],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.23 [1.00-1.53],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,1.21 [0.99-1.49],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-HDL-TG%,1.20 [0.96-1.49],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.05 [0.85-1.29],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.84 [0.70-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,0.83 [0.69-1.00],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.83 [0.69-0.99],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.83 [0.71-0.96],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.82 [0.69-0.97],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
