Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-CE%,1.07 [0.88-1.31],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.06 [0.86-1.30],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-C%,1.05 [0.86-1.27],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-TG%,1.02 [0.84-1.24],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-FC%,1.01 [0.83-1.22],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,1.00 [0.82-1.22],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.98 [0.82-1.17],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.97 [0.80-1.17],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.95 [0.79-1.15],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.95 [0.78-1.14],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
