Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.14 [1.09-1.18],4.164e-05,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.13 [1.09-1.18],9.398e-04,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.13 [1.09-1.17],2.087e-04,***,Triglycerides to Total-Lipids in Large LDL percentage
L-HDL-PL%,1.12 [1.08-1.17],6.300e-04,***,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-TG%,1.12 [1.08-1.17],0.002,**,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-TG%,1.12 [1.07-1.16],0.013,*,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-CE%,0.91 [0.88-0.94],0.018,*,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XS-VLDL-FC%,0.91 [0.88-0.94],0.015,*,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-C%,0.90 [0.87-0.94],0.008,**,Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-FC%,0.90 [0.87-0.94],0.044,*,Free Cholesterol to Total-Lipids in Medium LDL percentage
IDL-CE%,0.90 [0.87-0.94],0.033,*,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-C%,0.90 [0.87-0.94],0.031,*,Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-C%,0.90 [0.87-0.93],0.013,*,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-C%,0.89 [0.86-0.93],3.264e-04,***,Cholesterol to Total-Lipids in IDL percentage
S-VLDL-FC%,0.89 [0.86-0.93],0.005,**,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-PL%,0.89 [0.86-0.93],0.012,*,Phospholipids to Total-Lipids in Small VLDL percentage
XS-VLDL-CE%,0.89 [0.86-0.92],3.501e-04,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-C%,0.89 [0.86-0.92],1.928e-04,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-FC%,0.88 [0.85-0.91],1.631e-05,***,Free Cholesterol to Total-Lipids in Large LDL percentage
