Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-3%,1.10 [0.99-1.22],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.07 [0.97-1.18],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,1.06 [0.95-1.18],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
DHA%,1.05 [0.95-1.16],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Ile,1.04 [0.94-1.15],1.000,,Isoleucine
Non-HDL-C,0.94 [0.85-1.04],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.93 [0.84-1.03],1.000,,LDL Cholesterol
Clinical LDL-C,0.92 [0.84-1.02],1.000,,Clinical LDL Cholesterol
M-LDL-FC%,0.92 [0.83-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,0.89 [0.79-1.01],1.000,,HDL Cholesterol
