Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.43 [1.27-1.61],0.002,**,Glycoprotein Acetyls
XS-VLDL-PL%,1.43 [1.26-1.61],0.002,**,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,1.38 [1.22-1.56],0.076,,Phospholipids to Total-Lipids in Small LDL percentage
M-VLDL-TG%,1.03 [0.91-1.17],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,1.01 [0.90-1.12],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.98 [0.87-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.95 [0.85-1.07],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
IDL-CE%,0.78 [0.70-0.86],0.893,,Cholesteryl Esters to Total-Lipids in IDL percentage
S-LDL-C%,0.77 [0.69-0.85],0.305,,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-CE%,0.75 [0.67-0.84],0.380,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
