Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.10 [0.95-1.27],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-C,1.07 [0.92-1.25],1.000,,VLDL Cholesterol
Remnant-C,1.05 [0.91-1.22],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,1.05 [0.90-1.21],1.000,,Total-Cholesterol Minus HDL-C
Total-C,1.03 [0.89-1.19],1.000,,Total-Cholesterol
Gly,0.98 [0.80-1.22],1.000,,Glycine
His,0.97 [0.83-1.12],1.000,,Histidine
HDL-C,0.94 [0.79-1.13],1.000,,HDL Cholesterol
HDL-CE,0.92 [0.77-1.11],1.000,,Cholesteryl Esters in HDL
M-LDL-FC%,0.91 [0.79-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
