Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.20 [1.02-1.42],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-FC%,1.11 [0.92-1.33],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-CE%,1.04 [0.88-1.23],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.04 [0.87-1.23],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,1.03 [0.87-1.22],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.99 [0.84-1.18],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.97 [0.82-1.14],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.96 [0.81-1.15],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,0.95 [0.79-1.14],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-C%,0.86 [0.73-1.01],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
