Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-LDL-PL%,1.19 [1.09-1.31],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.18 [1.08-1.28],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.13 [1.03-1.25],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.12 [1.02-1.23],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.12 [1.01-1.23],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
Non-HDL-C,0.82 [0.75-0.89],0.983,,Total-Cholesterol Minus HDL-C
S-LDL-C%,0.82 [0.75-0.88],0.209,,Cholesterol to Total-Lipids in Small LDL percentage
Clinical LDL-C,0.82 [0.75-0.89],0.739,,Clinical LDL Cholesterol
LDL-C,0.81 [0.74-0.89],0.885,,LDL Cholesterol
L-LDL-C,0.81 [0.74-0.88],0.942,,Cholesterol in Large LDL
