Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.30 [1.16-1.47],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.23 [1.07-1.41],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,1.22 [1.07-1.39],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-HDL-TG%,1.10 [0.95-1.27],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.05 [0.92-1.20],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-LDL-C%,0.76 [0.68-0.85],0.409,,Cholesterol to Total-Lipids in Small LDL percentage
Clinical LDL-C,0.75 [0.66-0.84],0.405,,Clinical LDL Cholesterol
LDL-FC,0.73 [0.64-0.83],0.522,,Free Cholesterol in LDL
M-LDL-FC,0.73 [0.64-0.83],0.898,,Free Cholesterol in Medium LDL
L-LDL-FC,0.72 [0.64-0.83],0.516,,Free Cholesterol in Large LDL
