Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.07 [0.98-1.16],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,1.05 [0.97-1.15],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.04 [0.96-1.14],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,1.01 [0.93-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-TG%,1.01 [0.93-1.10],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-CE%,0.99 [0.91-1.08],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-HDL-C%,0.98 [0.91-1.07],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-PL%,0.98 [0.90-1.07],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-VLDL-TG%,0.98 [0.89-1.07],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-FC%,0.96 [0.87-1.05],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
