Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.33 [1.25-1.41],2.434e-15,***,Glycoprotein Acetyls
XS-VLDL-PL%,1.16 [1.09-1.23],0.253,,Phospholipids to Total-Lipids in Very Small VLDL percentage
MUFA%,1.16 [1.09-1.23],0.669,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG%,1.14 [1.08-1.21],0.740,,Triglycerides to Total-Lipids in Large LDL percentage
S-HDL-TG%,1.02 [0.95-1.08],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
L-LDL-FC,0.86 [0.81-0.91],0.087,,Free Cholesterol in Large LDL
Omega-3%,0.85 [0.80-0.90],0.019,*,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Omega-3,0.85 [0.79-0.90],0.068,,Omega-3 Fatty Acids
DHA,0.83 [0.78-0.89],0.009,**,Docosahexaenoic Acid
Albumin,0.81 [0.77-0.86],5.525e-08,***,Albumin
