Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-CE%,1.05 [0.92-1.20],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.04 [0.91-1.20],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.04 [0.91-1.20],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-FC%,1.03 [0.90-1.19],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,1.01 [0.87-1.16],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-C%,1.00 [0.87-1.15],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
S-LDL-C%,0.98 [0.86-1.13],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-TG%,0.97 [0.84-1.14],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-HDL-CE%,0.96 [0.84-1.11],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-VLDL-TG%,0.96 [0.82-1.11],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
