Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,1.06 [1.01-1.12],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-CE%,1.06 [1.01-1.12],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-LDL-TG%,1.04 [0.99-1.09],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,1.02 [0.97-1.07],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Phe,1.00 [0.95-1.05],1.000,,Phenylalanine
VLDL-C,1.00 [0.95-1.05],1.000,,VLDL Cholesterol
Remnant-C,0.98 [0.93-1.03],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.97 [0.93-1.02],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.96 [0.91-1.00],1.000,,Total-Cholesterol
M-LDL-FC%,0.94 [0.90-0.99],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
