Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.30 [1.24-1.37],3.881e-17,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.25 [1.19-1.31],1.034e-12,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.23 [1.17-1.30],1.321e-10,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.23 [1.17-1.30],9.255e-11,***,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,1.23 [1.16-1.30],5.098e-08,***,Glycoprotein Acetyls
IDL-PL%,1.20 [1.14-1.26],8.483e-06,***,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.18 [1.12-1.24],5.498e-04,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
MUFA%,1.18 [1.11-1.24],0.001,**,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,1.18 [1.12-1.24],3.757e-04,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-VLDL-TG%,1.17 [1.11-1.24],0.013,*,Triglycerides to Total-Lipids in Small VLDL percentage
S-LDL-TG%,1.16 [1.10-1.22],0.007,**,Triglycerides to Total-Lipids in Small LDL percentage
XL-HDL-CE%,0.87 [0.83-0.91],0.002,**,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Albumin,0.87 [0.82-0.91],0.026,*,Albumin
L-LDL-CE%,0.87 [0.82-0.91],0.021,*,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Unsaturation,0.86 [0.82-0.91],0.028,*,Degree of Unsaturation
S-LDL-PL,0.86 [0.82-0.91],0.024,*,Phospholipids in Small LDL
S-VLDL-FC,0.86 [0.82-0.91],0.049,*,Free Cholesterol in Small VLDL
S-LDL-P,0.86 [0.82-0.91],0.027,*,Concentration of Small LDL Particles
Omega-6,0.86 [0.82-0.91],0.007,**,Omega-6 Fatty Acids
M-VLDL-FC,0.86 [0.81-0.91],0.020,*,Free Cholesterol in Medium VLDL
L-LDL-FC%,0.86 [0.82-0.90],2.524e-04,***,Free Cholesterol to Total-Lipids in Large LDL percentage
LA,0.86 [0.81-0.90],0.002,**,Linoleic Acid
S-HDL-L,0.86 [0.81-0.90],0.010,*,Total-Lipids in Small HDL
Phosphoglyc,0.85 [0.81-0.90],0.005,**,Phosphoglycerides
M-LDL-P,0.85 [0.81-0.90],0.004,**,Concentration of Medium LDL Particles
S-HDL-FC,0.85 [0.81-0.90],0.006,**,Free Cholesterol in Small HDL
XS-VLDL-CE,0.85 [0.80-0.90],0.012,*,Cholesteryl Esters in Very Small VLDL
ApoB,0.85 [0.81-0.90],7.500e-04,***,Apolipoprotein B
S-LDL-L,0.85 [0.81-0.90],7.886e-04,***,Total-Lipids in Small LDL
Total-L,0.85 [0.81-0.89],8.115e-05,***,Total-Lipids in Lipoprotein Particles
L-LDL-P,0.85 [0.80-0.90],0.001,**,Concentration of Large LDL Particles
S-VLDL-FC%,0.85 [0.81-0.89],5.111e-05,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
LDL-P,0.85 [0.80-0.90],0.001,**,Concentration of LDL Particles
S-LDL-CE,0.84 [0.80-0.89],3.085e-04,***,Cholesteryl Esters in Small LDL
XS-VLDL-C%,0.84 [0.80-0.89],1.065e-06,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
Omega-3,0.84 [0.80-0.89],0.002,**,Omega-3 Fatty Acids
Remnant-C,0.84 [0.80-0.89],3.756e-05,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-VLDL-PL%,0.84 [0.80-0.89],1.057e-04,***,Phospholipids to Total-Lipids in Small VLDL percentage
PUFA,0.84 [0.80-0.89],8.588e-05,***,Polyunsaturated Fatty Acids
Total-PL,0.84 [0.80-0.89],5.158e-05,***,Total-Phospholipids in Lipoprotein Particles
SM,0.84 [0.79-0.89],2.996e-04,***,Sphingomyelins
IDL-P,0.84 [0.79-0.89],2.161e-04,***,Concentration of IDL Particles
Cholines,0.84 [0.79-0.89],1.002e-04,***,Total-Cholines
M-VLDL-C,0.84 [0.79-0.89],8.488e-05,***,Cholesterol in Medium VLDL
M-LDL-CE,0.84 [0.79-0.88],3.675e-05,***,Cholesteryl Esters in Medium LDL
XS-VLDL-CE%,0.84 [0.80-0.88],5.460e-08,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
PC,0.84 [0.79-0.88],9.849e-05,***,Phosphatidylcholines
M-LDL-L,0.84 [0.79-0.88],1.108e-05,***,Total-Lipids in Medium LDL
S-LDL-C,0.83 [0.79-0.88],1.754e-05,***,Cholesterol in Small LDL
IDL-PL,0.83 [0.79-0.88],3.458e-05,***,Phospholipids in IDL
M-LDL-PL,0.83 [0.79-0.88],1.015e-05,***,Phospholipids in Medium LDL
HDL-C,0.83 [0.78-0.89],0.011,*,HDL Cholesterol
HDL-CE,0.83 [0.78-0.89],0.009,**,Cholesteryl Esters in HDL
M-HDL-FC%,0.83 [0.79-0.88],3.143e-06,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
Non-HDL-C,0.83 [0.79-0.87],1.988e-07,***,Total-Cholesterol Minus HDL-C
M-VLDL-CE,0.83 [0.78-0.88],8.209e-06,***,Cholesteryl Esters in Medium VLDL
M-LDL-C,0.83 [0.79-0.87],1.463e-06,***,Cholesterol in Medium LDL
M-LDL-C%,0.83 [0.79-0.87],1.160e-09,***,Cholesterol to Total-Lipids in Medium LDL percentage
LDL-L,0.83 [0.79-0.87],1.401e-07,***,Total-Lipids in LDL
IDL-C%,0.83 [0.79-0.86],6.506e-11,***,Cholesterol to Total-Lipids in IDL percentage
HDL-P,0.82 [0.78-0.88],1.278e-04,***,Concentration of HDL Particles
IDL-L,0.82 [0.78-0.87],2.372e-07,***,Total-Lipids in IDL
S-LDL-FC,0.82 [0.78-0.87],7.009e-07,***,Free Cholesterol in Small LDL
LDL-CE,0.82 [0.78-0.87],8.888e-08,***,Cholesteryl Esters in LDL
Total-FC,0.82 [0.78-0.87],8.991e-08,***,Total-Free Cholesterol
S-HDL-P,0.82 [0.78-0.87],2.854e-06,***,Concentration of Small HDL Particles
LDL-PL,0.82 [0.78-0.87],1.682e-07,***,Phospholipids in LDL
S-HDL-C,0.82 [0.78-0.87],9.284e-07,***,Cholesterol in Small HDL
IDL-FC,0.82 [0.78-0.87],5.768e-07,***,Free Cholesterol in IDL
L-LDL-L,0.82 [0.78-0.86],1.772e-08,***,Total-Lipids in Large LDL
LDL-C,0.82 [0.78-0.86],1.093e-08,***,LDL Cholesterol
Clinical LDL-C,0.82 [0.78-0.86],3.113e-09,***,Clinical LDL Cholesterol
DHA,0.82 [0.77-0.87],5.011e-06,***,Docosahexaenoic Acid
S-HDL-CE,0.82 [0.77-0.86],3.927e-07,***,Cholesteryl Esters in Small HDL
L-LDL-CE,0.82 [0.77-0.86],1.188e-08,***,Cholesteryl Esters in Large LDL
Total-C,0.81 [0.77-0.86],7.780e-10,***,Total-Cholesterol
L-LDL-C,0.81 [0.77-0.86],1.946e-09,***,Cholesterol in Large LDL
Total-P,0.81 [0.76-0.86],1.878e-06,***,Total-Concentration of Lipoprotein Particles
L-LDL-PL,0.81 [0.77-0.86],5.988e-09,***,Phospholipids in Large LDL
IDL-C,0.81 [0.77-0.85],2.384e-09,***,Cholesterol in IDL
L-LDL-C%,0.81 [0.77-0.85],8.262e-13,***,Cholesterol to Total-Lipids in Large LDL percentage
Total-CE,0.81 [0.77-0.85],2.175e-10,***,Total-Esterified Cholesterol
M-LDL-FC,0.81 [0.77-0.85],6.010e-09,***,Free Cholesterol in Medium LDL
IDL-CE%,0.81 [0.77-0.85],1.748e-13,***,Cholesteryl Esters to Total-Lipids in IDL percentage
S-LDL-C%,0.81 [0.77-0.85],7.383e-13,***,Cholesterol to Total-Lipids in Small LDL percentage
LDL-FC,0.81 [0.76-0.85],5.020e-10,***,Free Cholesterol in LDL
IDL-CE,0.80 [0.76-0.85],6.515e-10,***,Cholesteryl Esters in IDL
L-LDL-FC,0.80 [0.76-0.84],1.343e-10,***,Free Cholesterol in Large LDL
