Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.19 [1.16-1.22],8.058e-27,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.19 [1.15-1.22],1.503e-28,***,Triglycerides to Total-Lipids in Large LDL percentage
GlycA,1.17 [1.14-1.21],9.620e-21,***,Glycoprotein Acetyls
M-LDL-TG%,1.17 [1.14-1.21],2.150e-24,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.15 [1.12-1.18],9.319e-18,***,Triglycerides to Total-Lipids in IDL percentage
S-LDL-PL%,1.14 [1.10-1.17],5.837e-12,***,Phospholipids to Total-Lipids in Small LDL percentage
IDL-PL%,1.13 [1.10-1.17],2.315e-12,***,Phospholipids to Total-Lipids in IDL percentage
MUFA%,1.12 [1.09-1.15],1.198e-08,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,1.12 [1.09-1.15],9.342e-09,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-HDL-PL%,1.11 [1.08-1.14],1.996e-06,***,Phospholipids to Total-Lipids in Small HDL percentage
S-LDL-TG%,1.10 [1.07-1.13],2.351e-05,***,Triglycerides to Total-Lipids in Small LDL percentage
Omega-6/Omega-3,1.09 [1.06-1.12],0.001,**,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XS-VLDL-TG%,1.09 [1.06-1.12],0.005,**,Triglycerides to Total-Lipids in Very Small VLDL percentage
3-Hydroxybutyrate,1.08 [1.05-1.12],0.013,*,3-Hydroxybutyrate
XL-HDL-PL%,1.08 [1.05-1.11],0.039,*,Phospholipids to Total-Lipids in Very Large HDL percentage
M-HDL-C%,0.92 [0.90-0.95],0.017,*,Cholesterol to Total-Lipids in Medium HDL percentage
S-VLDL-L,0.92 [0.89-0.95],0.029,*,Total-Lipids in Small VLDL
M-LDL-CE%,0.92 [0.89-0.95],0.006,**,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
VLDL-FC,0.92 [0.89-0.95],0.005,**,Free Cholesterol in VLDL
ApoA1,0.92 [0.89-0.95],0.039,*,Apolipoprotein A1
XL-VLDL-CE,0.92 [0.89-0.94],0.006,**,Cholesteryl Esters in Very Large VLDL
L-LDL-FC%,0.92 [0.89-0.94],6.564e-05,***,Free Cholesterol to Total-Lipids in Large LDL percentage
SM,0.91 [0.89-0.94],0.002,**,Sphingomyelins
L-VLDL-CE,0.91 [0.89-0.94],0.002,**,Cholesteryl Esters in Large VLDL
XS-VLDL-CE,0.91 [0.88-0.94],0.002,**,Cholesteryl Esters in Very Small VLDL
