Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.27 [1.17-1.37],0.007,**,Glycoprotein Acetyls
IDL-PL%,1.18 [1.09-1.28],1.000,,Phospholipids to Total-Lipids in IDL percentage
M-LDL-TG%,1.15 [1.06-1.24],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.14 [1.05-1.23],1.000,,Triglycerides to Total-Lipids in IDL percentage
L-HDL-FC%,1.01 [0.94-1.09],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-FC,0.81 [0.75-0.88],0.391,,Free Cholesterol in Medium LDL
S-HDL-P,0.79 [0.73-0.87],0.043,*,Concentration of Small HDL Particles
S-HDL-C,0.79 [0.73-0.86],0.020,*,Cholesterol in Small HDL
S-HDL-CE,0.79 [0.73-0.86],0.020,*,Cholesteryl Esters in Small HDL
Albumin,0.77 [0.71-0.83],3.407e-06,***,Albumin
