Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.15 [1.12-1.18],1.399e-19,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.14 [1.11-1.17],3.823e-17,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.13 [1.10-1.16],2.431e-15,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.12 [1.09-1.15],4.690e-11,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.12 [1.09-1.15],1.654e-10,***,Phospholipids to Total-Lipids in IDL percentage
MUFA%,1.10 [1.07-1.13],1.496e-05,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,1.09 [1.06-1.12],4.570e-05,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-PL%,1.09 [1.06-1.12],1.832e-04,***,Phospholipids to Total-Lipids in Small LDL percentage
XS-VLDL-TG%,1.09 [1.06-1.12],1.028e-04,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.09 [1.06-1.12],1.439e-04,***,Triglycerides to Total-Lipids in Small LDL percentage
S-VLDL-TG%,1.08 [1.05-1.12],0.010,*,Triglycerides to Total-Lipids in Small VLDL percentage
S-HDL-PL%,1.08 [1.05-1.11],0.008,**,Phospholipids to Total-Lipids in Small HDL percentage
M-HDL-C%,0.93 [0.91-0.96],0.045,*,Cholesterol to Total-Lipids in Medium HDL percentage
Omega-3%,0.93 [0.90-0.95],0.041,*,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-C%,0.93 [0.90-0.95],0.014,*,Cholesterol to Total-Lipids in Very Large HDL percentage
Albumin,0.93 [0.90-0.95],0.013,*,Albumin
PUFA%,0.93 [0.90-0.95],0.002,**,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Phosphoglyc,0.93 [0.90-0.95],0.014,*,Phosphoglycerides
S-HDL-CE%,0.92 [0.90-0.95],7.443e-04,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-HDL-L,0.92 [0.90-0.95],0.002,**,Total-Lipids in Small HDL
M-HDL-FC%,0.92 [0.90-0.95],0.003,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
VLDL-C,0.92 [0.90-0.95],0.002,**,VLDL Cholesterol
S-HDL-FC,0.92 [0.90-0.95],0.003,**,Free Cholesterol in Small HDL
S-VLDL-C,0.92 [0.89-0.95],0.004,**,Cholesterol in Small VLDL
PC,0.92 [0.89-0.95],0.003,**,Phosphatidylcholines
S-VLDL-PL,0.92 [0.89-0.95],0.002,**,Phospholipids in Small VLDL
S-LDL-CE%,0.92 [0.89-0.94],2.130e-04,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-C%,0.92 [0.89-0.94],5.950e-05,***,Cholesterol to Total-Lipids in Small HDL percentage
VLDL-CE,0.92 [0.89-0.94],2.694e-04,***,Cholesteryl Esters in VLDL
