Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.18 [1.11-1.27],0.376,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.18 [1.10-1.26],0.457,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.15 [1.07-1.24],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.10 [1.02-1.19],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-PL%,1.09 [1.01-1.17],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
M-VLDL-C%,0.93 [0.87-0.99],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.93 [0.87-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-LDL-C%,0.85 [0.80-0.91],0.414,,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-C%,0.85 [0.79-0.90],0.130,,Cholesterol to Total-Lipids in Large LDL percentage
Unsaturation,0.83 [0.77-0.89],0.138,,Degree of Unsaturation
