Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
SFA%,1.22 [1.13-1.32],0.220,,Saturated Fatty Acids to Total-Fatty Acids percentage
MUFA%,1.18 [1.09-1.29],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.14 [1.05-1.23],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA,1.08 [1.00-1.17],1.000,,Monounsaturated Fatty Acids
SFA,1.08 [1.00-1.17],1.000,,Saturated Fatty Acids
HDL-C,0.95 [0.86-1.05],1.000,,HDL Cholesterol
LDL-C,0.93 [0.85-1.00],1.000,,LDL Cholesterol
PUFA/MUFA,0.82 [0.75-0.89],0.519,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PUFA%,0.81 [0.76-0.88],0.019,*,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.78 [0.72-0.85],0.002,**,Degree of Unsaturation
