Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-C%,1.08 [0.95-1.22],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-FC%,1.03 [0.92-1.17],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,1.02 [0.90-1.16],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,1.01 [0.90-1.15],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.01 [0.89-1.14],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,1.00 [0.89-1.12],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.99 [0.87-1.12],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-TG%,0.98 [0.86-1.12],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-FC%,0.95 [0.83-1.08],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-TG%,0.91 [0.80-1.03],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
