Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Lactate,1.92 [1.58-2.34],2.992e-05,***,Lactate
M-LDL-TG%,1.39 [1.16-1.66],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.26 [1.02-1.56],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.16 [0.93-1.43],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.11 [0.91-1.36],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Total-C,0.63 [0.53-0.76],0.184,,Total-Cholesterol
Total-CE,0.62 [0.52-0.75],0.120,,Total-Esterified Cholesterol
LDL-C,0.62 [0.52-0.75],0.162,,LDL Cholesterol
L-LDL-C,0.62 [0.51-0.75],0.221,,Cholesterol in Large LDL
M-LDL-FC,0.59 [0.48-0.72],0.166,,Free Cholesterol in Medium LDL
