Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.12 [0.98-1.28],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.11 [0.97-1.27],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.10 [0.98-1.25],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-FC%,1.03 [0.91-1.17],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-C%,1.01 [0.89-1.15],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-CE%,0.94 [0.85-1.05],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.93 [0.83-1.05],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.91 [0.81-1.02],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.89 [0.79-1.00],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
S-HDL-FC%,0.82 [0.71-0.94],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
