Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Tyr,1.12 [0.95-1.31],1.000,,Tyrosine
Ile,1.07 [0.92-1.25],1.000,,Isoleucine
Leu,1.04 [0.89-1.22],1.000,,Leucine
M-LDL-PL%,1.03 [0.88-1.21],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Total-BCAA,1.02 [0.87-1.20],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
VLDL-C,0.90 [0.77-1.05],1.000,,VLDL Cholesterol
M-LDL-FC%,0.88 [0.76-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Non-HDL-C,0.86 [0.74-1.00],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,0.85 [0.73-1.00],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.84 [0.73-0.98],1.000,,Total-Cholesterol
