Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.26 [1.18-1.34],1.571e-06,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.25 [1.18-1.33],4.933e-07,***,Triglycerides to Total-Lipids in Large LDL percentage
M-HDL-PL%,1.23 [1.16-1.32],8.806e-05,***,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-TG%,1.23 [1.15-1.30],6.159e-05,***,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,1.20 [1.12-1.29],0.026,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-TG%,1.20 [1.13-1.28],0.004,**,Triglycerides to Total-Lipids in IDL percentage
GlycA,1.20 [1.12-1.28],0.050,*,Glycoprotein Acetyls
IDL-C%,0.84 [0.79-0.89],4.973e-04,***,Cholesterol to Total-Lipids in IDL percentage
DHA%,0.84 [0.79-0.89],0.021,*,Docosahexaenoic Acid to Total-Fatty Acids percentage
IDL-L,0.84 [0.78-0.89],0.021,*,Total-Lipids in IDL
S-LDL-L,0.83 [0.78-0.89],0.036,*,Total-Lipids in Small LDL
IDL-FC,0.83 [0.78-0.89],0.045,*,Free Cholesterol in IDL
XL-HDL-CE%,0.83 [0.79-0.88],7.190e-05,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Unsaturation,0.83 [0.78-0.89],0.007,**,Degree of Unsaturation
L-LDL-P,0.83 [0.77-0.89],0.042,*,Concentration of Large LDL Particles
M-VLDL-CE,0.83 [0.77-0.89],0.026,*,Cholesteryl Esters in Medium VLDL
M-HDL-FC%,0.83 [0.78-0.88],0.005,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
S-LDL-CE,0.83 [0.77-0.89],0.014,*,Cholesteryl Esters in Small LDL
M-VLDL-C,0.83 [0.77-0.89],0.019,*,Cholesterol in Medium VLDL
Omega-3%,0.83 [0.77-0.88],0.005,**,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Total-L,0.82 [0.77-0.88],3.579e-04,***,Total-Lipids in Lipoprotein Particles
IDL-C,0.82 [0.77-0.88],0.002,**,Cholesterol in IDL
Non-HDL-C,0.82 [0.77-0.88],2.954e-04,***,Total-Cholesterol Minus HDL-C
IDL-CE%,0.82 [0.78-0.87],9.319e-06,***,Cholesteryl Esters to Total-Lipids in IDL percentage
S-LDL-C,0.82 [0.77-0.88],0.003,**,Cholesterol in Small LDL
LA,0.82 [0.77-0.87],3.928e-04,***,Linoleic Acid
Omega-6,0.82 [0.77-0.88],7.955e-04,***,Omega-6 Fatty Acids
S-HDL-PL,0.82 [0.77-0.88],0.004,**,Phospholipids in Small HDL
SM,0.82 [0.76-0.88],0.006,**,Sphingomyelins
IDL-CE,0.82 [0.77-0.87],9.754e-04,***,Cholesteryl Esters in IDL
M-LDL-C%,0.82 [0.77-0.87],8.168e-07,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-FC,0.82 [0.76-0.87],0.001,**,Free Cholesterol in Small LDL
Clinical LDL-C,0.81 [0.77-0.87],2.523e-05,***,Clinical LDL Cholesterol
M-LDL-L,0.81 [0.76-0.87],3.271e-04,***,Total-Lipids in Medium LDL
Total-PL,0.81 [0.76-0.87],2.173e-04,***,Total-Phospholipids in Lipoprotein Particles
M-LDL-CE,0.81 [0.76-0.87],4.959e-04,***,Cholesteryl Esters in Medium LDL
M-HDL-CE,0.81 [0.75-0.88],0.032,*,Cholesteryl Esters in Medium HDL
Phosphoglyc,0.81 [0.76-0.87],4.306e-04,***,Phosphoglycerides
M-HDL-C,0.81 [0.75-0.88],0.029,*,Cholesterol in Medium HDL
LDL-L,0.81 [0.76-0.87],3.070e-05,***,Total-Lipids in LDL
M-LDL-PL,0.81 [0.76-0.87],6.010e-04,***,Phospholipids in Medium LDL
LDL-PL,0.81 [0.76-0.87],1.787e-04,***,Phospholipids in LDL
Total-FC,0.81 [0.76-0.86],4.587e-05,***,Total-Free Cholesterol
S-LDL-C%,0.81 [0.76-0.86],3.683e-07,***,Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-C,0.81 [0.76-0.86],7.325e-05,***,Cholesterol in Medium LDL
L-LDL-L,0.80 [0.75-0.86],8.649e-06,***,Total-Lipids in Large LDL
L-LDL-PL,0.80 [0.75-0.86],4.652e-05,***,Phospholipids in Large LDL
LDL-CE,0.80 [0.75-0.86],6.655e-06,***,Cholesteryl Esters in LDL
LDL-C,0.80 [0.75-0.86],3.286e-06,***,LDL Cholesterol
ApoA1,0.80 [0.74-0.87],0.003,**,Apolipoprotein A1
S-HDL-L,0.80 [0.75-0.86],3.335e-05,***,Total-Lipids in Small HDL
Total-C,0.80 [0.75-0.85],6.437e-07,***,Total-Cholesterol
Omega-3,0.80 [0.74-0.86],3.324e-04,***,Omega-3 Fatty Acids
PUFA,0.80 [0.75-0.85],5.314e-06,***,Polyunsaturated Fatty Acids
Cholines,0.80 [0.75-0.85],1.047e-05,***,Total-Cholines
HDL-C,0.80 [0.73-0.86],0.009,**,HDL Cholesterol
PC,0.80 [0.74-0.85],1.672e-05,***,Phosphatidylcholines
LDL-FC,0.80 [0.74-0.85],3.981e-06,***,Free Cholesterol in LDL
L-LDL-C,0.79 [0.74-0.85],9.525e-07,***,Cholesterol in Large LDL
Total-CE,0.79 [0.75-0.85],1.853e-07,***,Total-Esterified Cholesterol
L-LDL-CE,0.79 [0.74-0.85],1.303e-06,***,Cholesteryl Esters in Large LDL
M-LDL-FC,0.79 [0.74-0.85],6.777e-06,***,Free Cholesterol in Medium LDL
HDL-CE,0.79 [0.73-0.86],0.005,**,Cholesteryl Esters in HDL
S-HDL-FC,0.79 [0.74-0.85],1.114e-05,***,Free Cholesterol in Small HDL
L-LDL-FC,0.79 [0.74-0.85],2.580e-06,***,Free Cholesterol in Large LDL
L-LDL-CE%,0.79 [0.74-0.84],4.737e-09,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-LDL-C%,0.77 [0.73-0.82],3.020e-13,***,Cholesterol to Total-Lipids in Large LDL percentage
HDL-P,0.77 [0.71-0.82],7.824e-07,***,Concentration of HDL Particles
S-HDL-C,0.76 [0.71-0.82],3.276e-09,***,Cholesterol in Small HDL
DHA,0.76 [0.71-0.82],3.501e-07,***,Docosahexaenoic Acid
S-HDL-P,0.76 [0.71-0.82],5.767e-09,***,Concentration of Small HDL Particles
S-HDL-CE,0.76 [0.71-0.82],2.586e-09,***,Cholesteryl Esters in Small HDL
Total-P,0.76 [0.70-0.81],3.302e-08,***,Total-Concentration of Lipoprotein Particles
Albumin,0.71 [0.67-0.76],5.801e-24,***,Albumin
