Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.05 [0.96-1.14],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-HDL-PL%,1.03 [0.95-1.13],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,1.03 [0.94-1.13],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-FC%,1.02 [0.94-1.11],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-CE%,1.02 [0.94-1.11],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-VLDL-C%,0.97 [0.90-1.05],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
ApoB,0.90 [0.83-0.98],1.000,,Apolipoprotein B
HDL-C,0.89 [0.81-0.99],1.000,,HDL Cholesterol
Clinical LDL-C,0.89 [0.82-0.96],1.000,,Clinical LDL Cholesterol
ApoA1,0.87 [0.79-0.96],1.000,,Apolipoprotein A1
