Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.40 [1.22-1.61],0.395,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG%,1.38 [1.22-1.57],0.121,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.36 [1.20-1.55],0.358,,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.36 [1.20-1.55],0.687,,Triglycerides to Total-Lipids in IDL percentage
S-LDL-PL%,1.01 [0.88-1.16],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-PL%,0.89 [0.78-1.01],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.83 [0.73-0.94],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.82 [0.73-0.93],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.71 [0.63-0.82],0.267,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Unsaturation,0.71 [0.62-0.81],0.111,,Degree of Unsaturation
