Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.05 [1.03-1.06],0.003,**,Glycoprotein Acetyls
M-LDL-TG%,1.02 [1.01-1.04],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.01 [1.00-1.03],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.01 [0.99-1.03],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.01 [0.99-1.02],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,0.99 [0.97-1.00],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
S-LDL-C%,0.96 [0.95-0.98],0.243,,Cholesterol to Total-Lipids in Small LDL percentage
Omega-6,0.96 [0.95-0.98],0.277,,Omega-6 Fatty Acids
PUFA,0.96 [0.95-0.98],0.141,,Polyunsaturated Fatty Acids
LA,0.96 [0.95-0.98],0.061,,Linoleic Acid
