Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.37 [1.16-1.63],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.22 [1.00-1.49],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-FC%,1.06 [0.87-1.29],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-PL%,1.03 [0.85-1.24],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.01 [0.84-1.22],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.87 [0.74-1.02],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.86 [0.74-0.99],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.84 [0.72-0.99],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.82 [0.69-0.97],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.82 [0.69-0.97],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
