Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.18 [1.02-1.38],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.18 [0.99-1.41],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.16 [0.98-1.38],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,1.10 [0.94-1.30],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-LDL-CE%,1.00 [0.85-1.18],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-LDL-PL%,0.93 [0.79-1.10],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.87 [0.75-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.86 [0.76-0.98],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.86 [0.75-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-C%,0.86 [0.75-0.99],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
