Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.60 [1.44-1.78],2.638e-13,***,Creatinine
GlycA,1.50 [1.33-1.68],3.417e-06,***,Glycoprotein Acetyls
XS-VLDL-PL%,1.43 [1.27-1.60],5.036e-04,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.36 [1.21-1.52],0.064,,Phospholipids to Total-Lipids in IDL percentage
IDL-TG%,1.34 [1.20-1.49],0.101,,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-CE%,0.77 [0.69-0.85],0.070,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-HDL-FC%,0.75 [0.67-0.84],0.158,,Free Cholesterol to Total-Lipids in Medium HDL percentage
IDL-C%,0.75 [0.68-0.83],0.001,**,Cholesterol to Total-Lipids in IDL percentage
IDL-CE,0.73 [0.65-0.82],0.082,,Cholesteryl Esters in IDL
IDL-CE%,0.71 [0.65-0.79],2.978e-06,***,Cholesteryl Esters to Total-Lipids in IDL percentage
