Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.55 [1.46-1.64],2.213e-42,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.53 [1.44-1.62],3.659e-41,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.51 [1.41-1.60],7.204e-32,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XS-VLDL-TG%,1.50 [1.40-1.60],1.285e-29,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.49 [1.41-1.58],9.362e-37,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-VLDL-TG%,1.45 [1.35-1.56],8.092e-20,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.41 [1.32-1.51],1.049e-16,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-PL%,1.36 [1.27-1.44],4.528e-16,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-TG%,1.35 [1.27-1.43],9.991e-17,***,Triglycerides to Total-Lipids in Small LDL percentage
MUFA%,1.34 [1.26-1.44],2.010e-13,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-TG%,1.33 [1.22-1.45],5.709e-05,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
Creatinine,1.32 [1.24-1.40],2.764e-13,***,Creatinine
L-HDL-PL%,1.29 [1.22-1.37],9.780e-13,***,Phospholipids to Total-Lipids in Large HDL percentage
GlycA,1.28 [1.20-1.36],3.288e-08,***,Glycoprotein Acetyls
XXL-VLDL-PL%,1.26 [1.16-1.36],0.002,**,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-PL%,1.24 [1.16-1.32],3.574e-05,***,Phospholipids to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.23 [1.16-1.31],7.056e-06,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-HDL-TG%,1.22 [1.13-1.30],0.015,*,Triglycerides to Total-Lipids in Small HDL percentage
Omega-6%,0.86 [0.81-0.91],0.042,*,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-HDL-CE%,0.85 [0.81-0.89],1.625e-04,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
S-LDL-FC%,0.85 [0.80-0.90],5.821e-04,***,Free Cholesterol to Total-Lipids in Small LDL percentage
M-HDL-C%,0.85 [0.80-0.90],0.035,*,Cholesterol to Total-Lipids in Medium HDL percentage
S-HDL-CE%,0.84 [0.79-0.90],0.008,**,Cholesteryl Esters to Total-Lipids in Small HDL percentage
PUFA%,0.84 [0.79-0.89],9.779e-04,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-FC%,0.83 [0.79-0.88],3.682e-05,***,Free Cholesterol to Total-Lipids in IDL percentage
Albumin,0.83 [0.78-0.88],3.475e-04,***,Albumin
L-VLDL-CE%,0.83 [0.78-0.89],0.013,*,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XL-HDL-CE%,0.83 [0.79-0.88],2.880e-06,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-LDL-CE%,0.83 [0.78-0.88],0.002,**,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.83 [0.78-0.87],1.132e-05,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
XL-VLDL-PL%,0.83 [0.77-0.88],0.002,**,Phospholipids to Total-Lipids in Very Large VLDL percentage
XS-VLDL-FC%,0.82 [0.78-0.87],4.269e-08,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-C%,0.82 [0.78-0.87],2.873e-08,***,Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-CE%,0.82 [0.77-0.87],3.025e-05,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
HDL-P,0.82 [0.76-0.88],0.015,*,Concentration of HDL Particles
XL-VLDL-CE,0.82 [0.76-0.88],0.004,**,Cholesteryl Esters in Very Large VLDL
Unsaturation,0.82 [0.77-0.87],1.088e-04,***,Degree of Unsaturation
S-HDL-C%,0.82 [0.77-0.87],8.196e-06,***,Cholesterol to Total-Lipids in Small HDL percentage
XS-VLDL-L,0.82 [0.76-0.87],0.002,**,Total-Lipids in Very Small VLDL
S-HDL-C,0.81 [0.76-0.87],2.113e-04,***,Cholesterol in Small HDL
S-HDL-P,0.81 [0.76-0.87],3.983e-04,***,Concentration of Small HDL Particles
