Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.15 [1.02-1.29],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,1.08 [0.96-1.21],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-C%,1.03 [0.92-1.15],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-CE%,1.02 [0.92-1.13],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.01 [0.91-1.12],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.98 [0.89-1.09],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,0.98 [0.88-1.10],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,0.97 [0.87-1.08],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-TG%,0.97 [0.86-1.09],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-FC%,0.93 [0.83-1.05],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
