Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.08 [0.97-1.20],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.05 [0.93-1.17],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-HDL-TG%,1.03 [0.92-1.17],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-PL%,1.00 [0.90-1.11],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,1.00 [0.90-1.11],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-TG%,0.99 [0.89-1.11],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.99 [0.89-1.10],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.98 [0.89-1.08],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.97 [0.88-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.94 [0.84-1.05],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
