Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.03 [0.92-1.15],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-CE%,1.02 [0.91-1.13],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-TG%,1.01 [0.90-1.14],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-HDL-C%,1.01 [0.91-1.13],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
IDL-TG%,1.00 [0.90-1.12],1.000,,Triglycerides to Total-Lipids in IDL percentage
M-VLDL-PL%,0.99 [0.89-1.11],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
VLDL-C,0.92 [0.82-1.03],1.000,,VLDL Cholesterol
LDL-CE,0.88 [0.78-0.98],1.000,,Cholesteryl Esters in LDL
Total-CE,0.85 [0.76-0.95],1.000,,Total-Esterified Cholesterol
HDL-CE,0.78 [0.68-0.90],1.000,,Cholesteryl Esters in HDL
