Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-CE%,1.16 [0.99-1.37],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.16 [0.98-1.36],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-C%,1.12 [0.96-1.31],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-FC%,1.11 [0.95-1.30],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.01 [0.85-1.19],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.99 [0.86-1.14],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.99 [0.85-1.15],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.97 [0.84-1.13],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.96 [0.83-1.12],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,0.94 [0.80-1.09],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
