Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.14 [1.08-1.22],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.10 [1.02-1.18],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,1.08 [1.01-1.16],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.05 [0.98-1.12],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.00 [0.93-1.07],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
LA%,0.85 [0.79-0.90],0.030,*,Linoleic Acid to Total-Fatty Acids percentage
LDL-L,0.84 [0.79-0.90],0.035,*,Total-Lipids in LDL
L-LDL-C,0.84 [0.79-0.90],0.049,*,Cholesterol in Large LDL
Clinical LDL-C,0.84 [0.79-0.90],0.015,*,Clinical LDL Cholesterol
Remnant-C,0.84 [0.79-0.90],0.029,*,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
LDL-C,0.84 [0.79-0.90],0.020,*,LDL Cholesterol
Non-HDL-C,0.84 [0.79-0.89],0.013,*,Total-Cholesterol Minus HDL-C
LDL-CE,0.84 [0.79-0.89],0.022,*,Cholesteryl Esters in LDL
ApoB,0.84 [0.79-0.90],0.044,*,Apolipoprotein B
LDL-PL,0.84 [0.79-0.90],0.040,*,Phospholipids in LDL
M-LDL-L,0.84 [0.79-0.89],0.033,*,Total-Lipids in Medium LDL
M-LDL-CE,0.84 [0.78-0.89],0.033,*,Cholesteryl Esters in Medium LDL
M-LDL-PL,0.84 [0.78-0.89],0.042,*,Phospholipids in Medium LDL
M-LDL-C,0.84 [0.78-0.89],0.021,*,Cholesterol in Medium LDL
Omega-6,0.83 [0.78-0.89],0.009,**,Omega-6 Fatty Acids
S-LDL-C,0.83 [0.78-0.89],0.020,*,Cholesterol in Small LDL
S-LDL-CE,0.83 [0.78-0.89],0.022,*,Cholesteryl Esters in Small LDL
PUFA,0.83 [0.78-0.89],0.009,**,Polyunsaturated Fatty Acids
M-VLDL-C,0.83 [0.78-0.89],0.019,*,Cholesterol in Medium VLDL
LA,0.82 [0.77-0.87],1.080e-04,***,Linoleic Acid
