Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-TG%,1.15 [0.96-1.37],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-TG%,1.12 [0.96-1.31],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.05 [0.89-1.24],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-CE%,1.01 [0.86-1.18],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-PL%,1.00 [0.85-1.18],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-VLDL-FC%,0.94 [0.81-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.94 [0.82-1.08],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.94 [0.81-1.09],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,0.93 [0.79-1.09],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.90 [0.78-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
