Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.05 [0.98-1.12],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.03 [0.97-1.10],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-LDL-PL%,1.02 [0.96-1.09],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-HDL-TG%,1.02 [0.96-1.09],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-HDL-FC%,1.00 [0.95-1.06],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-FC%,0.99 [0.93-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Remnant-C,0.93 [0.87-0.99],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.92 [0.87-0.98],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.92 [0.87-0.98],1.000,,LDL Cholesterol
HDL-C,0.90 [0.83-0.97],1.000,,HDL Cholesterol
