Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-FC%,1.13 [0.92-1.39],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-TG%,1.12 [0.93-1.34],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.08 [0.89-1.31],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.08 [0.88-1.32],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.07 [0.87-1.31],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-FC%,0.96 [0.80-1.14],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.95 [0.80-1.12],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.94 [0.79-1.12],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.93 [0.77-1.12],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,0.91 [0.75-1.10],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
