Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.14 [1.11-1.17],2.401e-18,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.13 [1.10-1.16],5.874e-16,***,Phospholipids to Total-Lipids in IDL percentage
L-LDL-TG%,1.13 [1.10-1.16],2.658e-15,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.12 [1.10-1.15],3.284e-14,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.11 [1.09-1.14],2.885e-11,***,Triglycerides to Total-Lipids in IDL percentage
S-LDL-PL%,1.11 [1.08-1.14],4.769e-09,***,Phospholipids to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.10 [1.07-1.13],5.091e-07,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-VLDL-TG%,1.08 [1.05-1.11],0.005,**,Triglycerides to Total-Lipids in Small VLDL percentage
S-LDL-TG%,1.08 [1.05-1.10],0.007,**,Triglycerides to Total-Lipids in Small LDL percentage
GlycA,1.08 [1.05-1.11],0.037,*,Glycoprotein Acetyls
S-HDL-PL%,1.08 [1.05-1.11],0.045,*,Phospholipids to Total-Lipids in Small HDL percentage
M-VLDL-PL%,0.93 [0.91-0.96],0.034,*,Phospholipids to Total-Lipids in Medium VLDL percentage
L-LDL-FC%,0.93 [0.91-0.96],0.016,*,Free Cholesterol to Total-Lipids in Large LDL percentage
S-HDL-C%,0.93 [0.91-0.95],0.010,**,Cholesterol to Total-Lipids in Small HDL percentage
VLDL-PL,0.93 [0.91-0.96],0.031,*,Phospholipids in VLDL
Omega-3%,0.93 [0.90-0.95],0.011,*,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-C%,0.93 [0.90-0.95],0.003,**,Cholesterol to Total-Lipids in Very Large HDL percentage
XS-VLDL-C%,0.93 [0.91-0.95],4.403e-04,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
Albumin,0.93 [0.90-0.95],0.002,**,Albumin
XS-VLDL-CE%,0.92 [0.90-0.95],7.229e-05,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
VLDL-P,0.92 [0.90-0.95],0.002,**,Concentration of VLDL Particles
S-VLDL-L,0.92 [0.90-0.95],0.002,**,Total-Lipids in Small VLDL
LA%,0.92 [0.90-0.95],1.253e-04,***,Linoleic Acid to Total-Fatty Acids percentage
L-VLDL-CE,0.92 [0.90-0.95],0.003,**,Cholesteryl Esters in Large VLDL
XL-VLDL-CE,0.92 [0.90-0.95],0.002,**,Cholesteryl Esters in Very Large VLDL
VLDL-FC,0.92 [0.90-0.94],3.161e-04,***,Free Cholesterol in VLDL
Total-FA,0.92 [0.90-0.94],1.911e-05,***,Total-Fatty Acids
M-HDL-L,0.92 [0.89-0.95],0.002,**,Total-Lipids in Medium HDL
XS-VLDL-C,0.92 [0.89-0.94],3.408e-04,***,Cholesterol in Very Small VLDL
S-VLDL-FC%,0.92 [0.89-0.94],6.509e-06,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
HDL-L,0.92 [0.89-0.95],0.005,**,Total-Lipids in HDL
Unsaturation,0.92 [0.89-0.94],1.160e-05,***,Degree of Unsaturation
HDL-FC,0.91 [0.89-0.95],0.029,*,Free Cholesterol in HDL
S-VLDL-PL%,0.91 [0.89-0.94],2.528e-06,***,Phospholipids to Total-Lipids in Small VLDL percentage
M-HDL-CE,0.91 [0.89-0.94],4.141e-04,***,Cholesteryl Esters in Medium HDL
S-VLDL-CE,0.91 [0.89-0.94],2.136e-05,***,Cholesteryl Esters in Small VLDL
M-HDL-P,0.91 [0.88-0.94],9.477e-04,***,Concentration of Medium HDL Particles
XS-VLDL-CE,0.91 [0.89-0.94],1.971e-05,***,Cholesteryl Esters in Very Small VLDL
VLDL-C,0.91 [0.89-0.94],1.445e-06,***,VLDL Cholesterol
M-HDL-C,0.91 [0.88-0.94],2.283e-04,***,Cholesterol in Medium HDL
XL-HDL-CE%,0.91 [0.89-0.93],4.029e-10,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-HDL-FC,0.91 [0.88-0.94],4.718e-04,***,Free Cholesterol in Medium HDL
HDL-CE,0.91 [0.88-0.94],4.065e-04,***,Cholesteryl Esters in HDL
HDL-C,0.91 [0.88-0.94],3.814e-04,***,HDL Cholesterol
VLDL-CE,0.91 [0.88-0.93],1.404e-07,***,Cholesteryl Esters in VLDL
S-VLDL-C,0.90 [0.88-0.93],2.026e-07,***,Cholesterol in Small VLDL
M-VLDL-L,0.90 [0.88-0.93],2.435e-08,***,Total-Lipids in Medium VLDL
M-HDL-FC%,0.90 [0.88-0.93],3.273e-08,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
S-VLDL-PL,0.90 [0.88-0.93],5.518e-08,***,Phospholipids in Small VLDL
ApoA1,0.90 [0.88-0.93],1.709e-06,***,Apolipoprotein A1
Omega-3,0.90 [0.88-0.93],4.377e-08,***,Omega-3 Fatty Acids
S-LDL-CE%,0.90 [0.88-0.92],6.468e-10,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-LDL-P,0.90 [0.88-0.92],2.643e-09,***,Concentration of Small LDL Particles
M-LDL-C%,0.90 [0.88-0.92],6.022e-13,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-P,0.90 [0.87-0.92],1.710e-09,***,Concentration of Medium VLDL Particles
M-VLDL-PL,0.90 [0.87-0.92],8.254e-10,***,Phospholipids in Medium VLDL
L-LDL-CE%,0.90 [0.87-0.92],1.606e-11,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
SM,0.90 [0.87-0.92],2.008e-09,***,Sphingomyelins
IDL-C%,0.90 [0.87-0.92],6.521e-15,***,Cholesterol to Total-Lipids in IDL percentage
