Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.10 [0.95-1.27],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LA,1.07 [0.93-1.23],1.000,,Linoleic Acid
Omega-6,1.06 [0.92-1.22],1.000,,Omega-6 Fatty Acids
PUFA,1.05 [0.91-1.21],1.000,,Polyunsaturated Fatty Acids
Omega-3,1.00 [0.86-1.16],1.000,,Omega-3 Fatty Acids
Phe,0.98 [0.85-1.13],1.000,,Phenylalanine
His,0.98 [0.85-1.13],1.000,,Histidine
M-LDL-PL%,0.96 [0.83-1.11],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Ile,0.96 [0.83-1.11],1.000,,Isoleucine
Leu,0.92 [0.79-1.08],1.000,,Leucine
