Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
SFA,1.07 [1.03-1.12],1.000,,Saturated Fatty Acids
M-LDL-TG%,1.07 [1.02-1.12],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Total-FA,1.06 [1.01-1.11],1.000,,Total-Fatty Acids
PUFA,1.02 [0.97-1.07],1.000,,Polyunsaturated Fatty Acids
Omega-6,1.00 [0.96-1.05],1.000,,Omega-6 Fatty Acids
VLDL-C,1.00 [0.95-1.05],1.000,,VLDL Cholesterol
LDL-CE,0.99 [0.95-1.04],1.000,,Cholesteryl Esters in LDL
M-LDL-FC%,0.93 [0.89-0.97],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6%,0.90 [0.86-0.94],0.713,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
LA%,0.86 [0.82-0.90],2.933e-05,***,Linoleic Acid to Total-Fatty Acids percentage
