Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.17 [1.13-1.20],2.066e-17,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.16 [1.13-1.20],1.160e-14,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.16 [1.13-1.20],6.507e-16,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.16 [1.13-1.20],6.703e-16,***,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,1.15 [1.11-1.18],7.275e-11,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-PL%,1.13 [1.10-1.17],4.974e-09,***,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.13 [1.10-1.17],1.645e-08,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.12 [1.08-1.16],1.346e-05,***,Triglycerides to Total-Lipids in Small VLDL percentage
GlycA,1.12 [1.08-1.16],7.078e-06,***,Glycoprotein Acetyls
S-LDL-TG%,1.12 [1.08-1.15],2.776e-06,***,Triglycerides to Total-Lipids in Small LDL percentage
M-VLDL-TG%,1.11 [1.07-1.15],3.900e-04,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-HDL-PL%,1.11 [1.07-1.14],2.374e-04,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-PL%,1.11 [1.07-1.14],3.185e-05,***,Phospholipids to Total-Lipids in Large HDL percentage
Omega-6/Omega-3,1.09 [1.06-1.13],0.012,*,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XS-VLDL-FC%,0.93 [0.90-0.95],0.022,*,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-CE%,0.93 [0.90-0.95],0.025,*,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,0.92 [0.90-0.95],0.004,**,Cholesterol to Total-Lipids in Large HDL percentage
M-VLDL-L,0.92 [0.89-0.95],0.039,*,Total-Lipids in Medium VLDL
S-HDL-C%,0.91 [0.89-0.94],0.006,**,Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-CE%,0.91 [0.89-0.94],3.891e-05,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
VLDL-C,0.91 [0.88-0.94],0.017,*,VLDL Cholesterol
L-LDL-CE%,0.91 [0.88-0.94],0.004,**,Cholesteryl Esters to Total-Lipids in Large LDL percentage
