Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.40 [1.26-1.55],1.229e-04,***,Glycoprotein Acetyls
L-HDL-PL%,1.15 [1.04-1.28],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-PL%,1.05 [0.95-1.16],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-HDL-TG%,1.03 [0.93-1.15],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-LDL-PL%,1.02 [0.92-1.12],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
VLDL-C,0.89 [0.81-0.99],1.000,,VLDL Cholesterol
Remnant-C,0.86 [0.78-0.95],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.86 [0.77-0.94],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.83 [0.75-0.92],1.000,,Total-Cholesterol
Albumin,0.79 [0.72-0.87],0.665,,Albumin
