Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Non-HDL-C,1.05 [1.00-1.09],1.000,,Total-Cholesterol Minus HDL-C
VLDL-C,1.04 [1.00-1.09],1.000,,VLDL Cholesterol
Total-C,1.04 [0.99-1.09],1.000,,Total-Cholesterol
M-VLDL-TG%,1.04 [0.99-1.09],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
Remnant-C,1.04 [0.99-1.09],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
L-HDL-FC%,0.99 [0.94-1.04],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-FC%,0.98 [0.94-1.03],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-FC%,0.98 [0.93-1.02],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-C%,0.97 [0.92-1.02],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-CE%,0.97 [0.92-1.01],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
