Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.13 [1.01-1.27],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-PL%,1.08 [0.97-1.21],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-HDL-TG%,1.03 [0.92-1.16],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,1.01 [0.91-1.13],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
L-VLDL-PL%,1.00 [0.89-1.13],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.98 [0.88-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,0.93 [0.82-1.06],1.000,,HDL Cholesterol
ApoA1,0.93 [0.82-1.05],1.000,,Apolipoprotein A1
ApoB,0.83 [0.74-0.92],1.000,,Apolipoprotein B
Clinical LDL-C,0.81 [0.73-0.90],1.000,,Clinical LDL Cholesterol
