Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.17 [1.06-1.29],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
Ala,1.09 [0.99-1.21],1.000,,Alanine
M-HDL-TG%,1.09 [0.99-1.19],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-PL%,1.07 [0.98-1.16],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,1.03 [0.95-1.11],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.95 [0.87-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.95 [0.86-1.04],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Total-CE,0.92 [0.84-1.01],1.000,,Total-Esterified Cholesterol
Omega-3%,0.92 [0.84-1.00],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA%,0.89 [0.81-0.98],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
