Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Clinical LDL-C,1.05 [0.91-1.21],1.000,,Clinical LDL Cholesterol
HDL-C,1.05 [0.89-1.24],1.000,,HDL Cholesterol
ApoA1,1.04 [0.89-1.22],1.000,,Apolipoprotein A1
ApoB,1.04 [0.91-1.20],1.000,,Apolipoprotein B
M-LDL-FC%,1.02 [0.88-1.17],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-PL%,0.99 [0.85-1.16],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,0.98 [0.85-1.13],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-C%,0.96 [0.83-1.11],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-CE%,0.95 [0.82-1.09],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-LDL-PL%,0.93 [0.81-1.07],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
