Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
LA%,1.10 [1.01-1.20],1.000,,Linoleic Acid to Total-Fatty Acids percentage
Omega-6/Omega-3,1.09 [1.00-1.19],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
VLDL-CE,1.03 [0.96-1.12],1.000,,Cholesteryl Esters in VLDL
PUFA/MUFA,1.03 [0.94-1.13],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,1.03 [0.94-1.12],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.99 [0.91-1.07],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
MUFA,0.99 [0.90-1.07],1.000,,Monounsaturated Fatty Acids
SFA%,0.96 [0.88-1.04],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
DHA,0.94 [0.86-1.02],1.000,,Docosahexaenoic Acid
Omega-3%,0.92 [0.85-1.00],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
