Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.26 [1.15-1.39],0.314,,Creatinine
M-LDL-TG%,1.13 [1.04-1.23],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Gly,1.12 [1.03-1.21],1.000,,Glycine
Ala,1.07 [0.96-1.19],1.000,,Alanine
Gln,1.06 [0.97-1.16],1.000,,Glutamine
VLDL-CE,0.96 [0.89-1.05],1.000,,Cholesteryl Esters in VLDL
PUFA/MUFA,0.96 [0.87-1.05],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,0.90 [0.82-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-CE,0.85 [0.78-0.93],1.000,,Total-Esterified Cholesterol
Total-P,0.80 [0.73-0.88],0.902,,Total-Concentration of Lipoprotein Particles
