Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XXL-VLDL-P,1.02 [0.98-1.06],1.000,,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-TG,1.02 [0.98-1.06],1.000,,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,1.02 [0.98-1.05],1.000,,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-PL,1.02 [0.98-1.05],1.000,,Phospholipids in Chylomicrons and Extremely Large VLDL
M-LDL-PL%,1.01 [0.97-1.05],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
VLDL-C,0.98 [0.94-1.01],1.000,,VLDL Cholesterol
LDL-CE,0.96 [0.93-1.00],1.000,,Cholesteryl Esters in LDL
M-LDL-FC%,0.96 [0.92-0.99],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-CE,0.95 [0.91-0.98],1.000,,Total-Esterified Cholesterol
HDL-CE,0.94 [0.90-0.98],1.000,,Cholesteryl Esters in HDL
