Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.20 [1.12-1.29],0.191,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.19 [1.11-1.28],0.203,,Triglycerides to Total-Lipids in Medium LDL percentage
Gly,1.10 [1.01-1.18],1.000,,Glycine
M-LDL-PL%,1.07 [1.00-1.15],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Gln,1.04 [0.96-1.12],1.000,,Glutamine
Clinical LDL-C,0.84 [0.78-0.90],0.174,,Clinical LDL Cholesterol
S-LDL-C%,0.84 [0.78-0.90],0.138,,Cholesterol to Total-Lipids in Small LDL percentage
LDL-C,0.84 [0.78-0.90],0.190,,LDL Cholesterol
M-LDL-C%,0.83 [0.78-0.89],0.007,**,Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-C,0.83 [0.77-0.89],0.120,,Cholesterol in Medium LDL
