Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.40 [1.16-1.68],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-HDL-PL%,1.23 [1.01-1.50],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-PL%,1.19 [0.97-1.45],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-PL%,1.15 [0.92-1.45],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
L-VLDL-FC%,1.08 [0.89-1.31],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.89 [0.74-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,0.87 [0.70-1.09],1.000,,HDL Cholesterol
Non-HDL-C,0.78 [0.65-0.93],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.76 [0.63-0.92],1.000,,LDL Cholesterol
Clinical LDL-C,0.76 [0.64-0.92],1.000,,Clinical LDL Cholesterol
