Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.58 [1.50-1.66],2.761e-60,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.53 [1.46-1.61],3.289e-63,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.53 [1.46-1.60],7.085e-64,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.48 [1.41-1.55],1.242e-55,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.46 [1.38-1.53],2.327e-41,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
Creatinine,1.44 [1.37-1.52],4.052e-41,***,Creatinine
S-VLDL-TG%,1.38 [1.31-1.46],6.492e-26,***,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-PL%,1.38 [1.31-1.45],1.816e-30,***,Phospholipids to Total-Lipids in IDL percentage
M-VLDL-TG%,1.34 [1.27-1.42],2.235e-21,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.33 [1.27-1.39],3.225e-25,***,Triglycerides to Total-Lipids in Small LDL percentage
MUFA%,1.30 [1.23-1.37],4.225e-16,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
GlycA,1.29 [1.23-1.36],6.499e-16,***,Glycoprotein Acetyls
L-HDL-PL%,1.27 [1.21-1.34],3.203e-17,***,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-PL%,1.26 [1.20-1.33],1.325e-13,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-PL%,1.24 [1.18-1.31],2.573e-10,***,Phospholipids to Total-Lipids in Small LDL percentage
XXL-VLDL-PL%,1.22 [1.15-1.29],8.122e-06,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-TG%,1.22 [1.15-1.28],4.278e-07,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-VLDL-TG%,1.21 [1.14-1.29],8.133e-04,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
Glu-lactate,1.19 [1.14-1.25],6.305e-07,***,Glucose-lactate
L-HDL-TG%,1.17 [1.11-1.23],0.001,**,Triglycerides to Total-Lipids in Large HDL percentage
M-HDL-TG%,1.16 [1.10-1.22],0.022,*,Triglycerides to Total-Lipids in Medium HDL percentage
Glu,1.16 [1.10-1.22],0.004,**,Glucose
M-HDL-CE%,0.87 [0.83-0.92],0.014,*,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
XL-VLDL-PL%,0.87 [0.83-0.92],0.021,*,Phospholipids to Total-Lipids in Very Large VLDL percentage
VLDL-PL,0.87 [0.82-0.91],0.032,*,Phospholipids in VLDL
L-VLDL-CE,0.86 [0.82-0.91],0.020,*,Cholesteryl Esters in Large VLDL
DHA,0.86 [0.82-0.91],0.035,*,Docosahexaenoic Acid
L-VLDL-CE%,0.86 [0.82-0.91],0.006,**,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
S-HDL-PL,0.86 [0.81-0.90],0.003,**,Phospholipids in Small HDL
VLDL-P,0.86 [0.81-0.90],0.003,**,Concentration of VLDL Particles
Total-FA,0.86 [0.81-0.90],9.349e-04,***,Total-Fatty Acids
