Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.35 [1.29-1.40],4.820e-40,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.29 [1.24-1.34],6.717e-34,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.28 [1.23-1.33],5.793e-30,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.27 [1.22-1.32],3.998e-30,***,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,1.24 [1.18-1.29],2.596e-17,***,Glycoprotein Acetyls
MUFA%,1.22 [1.17-1.28],2.233e-15,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-TG%,1.22 [1.17-1.27],1.480e-16,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.21 [1.16-1.26],3.369e-14,***,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-PL%,1.20 [1.15-1.25],4.735e-14,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-TG%,1.19 [1.15-1.24],5.144e-14,***,Triglycerides to Total-Lipids in Small LDL percentage
Creatinine,1.19 [1.14-1.25],6.343e-10,***,Creatinine
S-VLDL-TG%,1.19 [1.14-1.24],1.422e-11,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.18 [1.13-1.23],5.811e-10,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.17 [1.12-1.22],1.230e-07,***,Triglycerides to Total-Lipids in Small HDL percentage
L-HDL-PL%,1.14 [1.10-1.19],1.724e-05,***,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-TG%,1.13 [1.09-1.18],0.002,**,Triglycerides to Total-Lipids in Medium HDL percentage
S-LDL-PL%,1.12 [1.08-1.17],0.009,**,Phospholipids to Total-Lipids in Small LDL percentage
Omega-6/Omega-3,1.12 [1.08-1.17],0.008,**,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XS-VLDL-FC%,0.91 [0.87-0.94],0.020,*,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-CE%,0.90 [0.86-0.93],0.005,**,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-LDL-FC%,0.90 [0.87-0.93],9.937e-04,***,Free Cholesterol to Total-Lipids in Small LDL percentage
IDL-FC%,0.90 [0.86-0.93],0.002,**,Free Cholesterol to Total-Lipids in IDL percentage
S-VLDL-PL,0.89 [0.86-0.93],0.008,**,Phospholipids in Small VLDL
L-HDL-CE%,0.89 [0.86-0.93],4.657e-04,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-VLDL-L,0.89 [0.86-0.93],0.006,**,Total-Lipids in Medium VLDL
M-HDL-CE%,0.89 [0.86-0.93],0.001,**,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
VLDL-C,0.89 [0.86-0.93],0.002,**,VLDL Cholesterol
S-VLDL-C,0.89 [0.86-0.93],0.002,**,Cholesterol in Small VLDL
M-LDL-FC%,0.89 [0.85-0.92],2.420e-04,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-C%,0.89 [0.85-0.92],7.554e-05,***,Cholesterol to Total-Lipids in Large HDL percentage
S-HDL-CE%,0.88 [0.85-0.92],1.014e-04,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-HDL-PL,0.88 [0.85-0.92],0.007,**,Phospholipids in Medium HDL
S-LDL-CE%,0.88 [0.85-0.92],4.435e-04,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-LDL-CE%,0.88 [0.85-0.91],1.273e-05,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-VLDL-P,0.88 [0.84-0.91],6.058e-05,***,Concentration of Medium VLDL Particles
VLDL-CE,0.88 [0.84-0.91],9.506e-06,***,Cholesteryl Esters in VLDL
M-VLDL-PL,0.88 [0.84-0.91],1.521e-05,***,Phospholipids in Medium VLDL
M-VLDL-CE%,0.87 [0.84-0.91],2.295e-08,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XL-VLDL-C%,0.87 [0.84-0.91],1.322e-04,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
S-HDL-PL,0.87 [0.84-0.91],1.651e-05,***,Phospholipids in Small HDL
XL-VLDL-CE%,0.87 [0.83-0.91],2.590e-05,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
PUFA%,0.87 [0.84-0.90],5.054e-07,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-P,0.87 [0.83-0.91],0.016,*,Concentration of Large HDL Particles
S-HDL-C%,0.87 [0.84-0.90],1.902e-07,***,Cholesterol to Total-Lipids in Small HDL percentage
LA%,0.87 [0.83-0.90],4.722e-07,***,Linoleic Acid to Total-Fatty Acids percentage
M-HDL-L,0.87 [0.83-0.90],2.067e-05,***,Total-Lipids in Medium HDL
M-VLDL-PL%,0.87 [0.83-0.90],1.093e-08,***,Phospholipids to Total-Lipids in Medium VLDL percentage
S-VLDL-FC,0.86 [0.83-0.90],2.302e-07,***,Free Cholesterol in Small VLDL
L-HDL-C,0.86 [0.82-0.91],0.003,**,Cholesterol in Large HDL
M-VLDL-C%,0.86 [0.83-0.89],1.253e-09,***,Cholesterol to Total-Lipids in Medium VLDL percentage
HDL-PL,0.86 [0.82-0.90],2.708e-05,***,Phospholipids in HDL
L-HDL-CE,0.86 [0.82-0.91],0.002,**,Cholesteryl Esters in Large HDL
XS-VLDL-C,0.86 [0.83-0.90],1.006e-07,***,Cholesterol in Very Small VLDL
DHA%,0.86 [0.83-0.90],1.216e-07,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
