Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.20 [1.09-1.32],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-PL%,1.16 [1.04-1.29],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
L-LDL-TG%,1.13 [1.03-1.24],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-FC%,1.06 [0.96-1.16],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-PL%,1.03 [0.93-1.13],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
VLDL-C,1.00 [0.91-1.10],1.000,,VLDL Cholesterol
Remnant-C,0.94 [0.86-1.03],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-FC%,0.92 [0.84-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-C,0.87 [0.79-0.95],1.000,,Total-Cholesterol
HDL-CE,0.78 [0.70-0.87],1.000,,Cholesteryl Esters in HDL
