Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.22 [1.02-1.46],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Ala,1.10 [0.87-1.38],1.000,,Alanine
Gln,1.04 [0.86-1.26],1.000,,Glutamine
Leu,1.03 [0.85-1.24],1.000,,Leucine
Ile,1.02 [0.84-1.23],1.000,,Isoleucine
VLDL-C,0.99 [0.83-1.19],1.000,,VLDL Cholesterol
LDL-CE,0.91 [0.75-1.09],1.000,,Cholesteryl Esters in LDL
Total-C,0.88 [0.73-1.06],1.000,,Total-Cholesterol
M-LDL-FC%,0.84 [0.70-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-CE,0.81 [0.65-1.01],1.000,,Cholesteryl Esters in HDL
