Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,1.13 [0.97-1.33],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,1.06 [0.91-1.25],1.000,,Apolipoprotein B
Clinical LDL-C,1.02 [0.87-1.20],1.000,,Clinical LDL Cholesterol
M-VLDL-TG%,1.02 [0.86-1.21],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
Leu,1.00 [0.84-1.19],1.000,,Leucine
PUFA%,0.99 [0.83-1.18],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
LA%,0.98 [0.83-1.17],1.000,,Linoleic Acid to Total-Fatty Acids percentage
SFA%,0.94 [0.79-1.11],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
Omega-6%,0.94 [0.79-1.11],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.90 [0.76-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
